TimeStamp,Time,Date,TimeSinceLastEvent,PupilTime,UnityToPupilTimeOffset,GameId,RightControllerMain,MirrorEffect,EyePatch,PrismEffect,DualTask,HitPositionWorldX,HitPositionWorldY,HitPositionWorldZ,ControllerSmoothed,ControllerAimAssistState,LastShotControllerRawPointingDirectionX,LastShotControllerRawPointingDirectionY,LastShotControllerRawPointingDirectionZ,LastShotControllerFilteredPointingDirectionX,LastShotControllerFilteredPointingDirectionY,LastShotControllerFilteredPointingDirectionZ,ParticipantId,TestId,GameState,GameDuration,GameSpeed,GameTimeSpent,GameTimeLeft,WallRowCount,WallColumnCount,WallSizeX,WallSizeY,WallSizeZ,WallCurveRatioX,WallCurveRatioY,PlayedPattern,Event,EventType,MolePositionWorldX,MolePositionWorldY,MolePositionWorldZ,MolePositionLocalX,MolePositionLocalY,MolePositionLocalZ,MoleLifeTime,MoleActivatedDuration,MoleId,MoleIndexX,MoleIndexY,MoleNormalizedIndexX,MoleNormalizedIndexY,MoleSurfaceHitLocationX,MoleSurfaceHitLocationY,RightControllerPosWorldX,RightControllerPosWorldY,RightControllerPosWorldZ,RightControllerRotEulerX,RightControllerRotEulerY,RightControllerRotEulerZ,RightControllerPosTravelX,RightControllerPosTravelY,RightControllerPosTravelZ,RightControllerRotTravelX,RightControllerRotTravelY,RightControllerRotTravelZ,HeadCameraPosWorldX,HeadCameraPosWorldY,HeadCameraPosWorldZ,HeadCameraRotEulerX,HeadCameraRotEulerY,HeadCameraRotEulerZ,HeadCameraRotTravelX,HeadCameraRotTravelY,HeadCameraRotTravelZ,LeftControllerPosWorldX,LeftControllerPosWorldY,LeftControllerPosWorldZ,LeftControllerRotEulerX,LeftControllerRotEulerY,LeftControllerRotEulerZ,LeftControllerPosTravelX,LeftControllerPosTravelY,LeftControllerPosTravelZ,LeftControllerRotTravelX,LeftControllerRotTravelY,LeftControllerRotTravelZ,LeftControllerLaserPosWorldX,LeftControllerLaserPosWorldY,LeftControllerLaserPosWorldZ,LeftControllerLaserRotEulerX,LeftControllerLaserRotEulerY,LeftControllerLaserRotEulerZ,LeftControllerLaserPosTravelX,LeftControllerLaserPosTravelY,LeftControllerLaserPosTravelZ,RightControllerLaserPosWorldX,RightControllerLaserPosWorldY,RightControllerLaserPosWorldZ,RightControllerLaserRotEulerX,RightControllerLaserRotEulerY,RightControllerLaserRotEulerZ,RightControllerLaserPosTravelX,RightControllerLaserPosTravelY,RightControllerLaserPosTravelZ,CurrentMoleToHitId,CurrentMoleToHitIndexX,CurrentMoleToHitIndexY,CurrentMoleToHitPositionWorldX,CurrentMoleToHitPositionWorldY,CurrentMoleToHitPositionWorldZ,CurrentMoleToHitPositionLocalX,CurrentMoleToHitPositionLocalY,CurrentMoleToHitPositionLocalZ,ClosestActiveMoleDistanceX,ClosestActiveMoleDistanceY
2020-03-16 10:15:59.5439,10:15:59.5439,2020-03-16,0.0000,91116.629957,90941.4679877118,0020200316101306,False,False,None,0.0000,False,NULL,NULL,NULL,True,None,-0.4994,0.2469,0.8304,-0.5078,0.2374,0.8281,1,1,Playing,153.5000,Normal,63.9181,89.5819,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Mole Hit,MoleEvent,-3.3709,2.3513,5.2897,-3.3709,0.5013,4.7397,3.5000,1.3022,0104,1,4,0.0000,0.6000,-0.0540,-0.1242,-0.4301,0.8272,0.3681,345.7054,328.9777,19.0837,0.1124,0.0353,0.0702,14.4654,394.3167,378.6357,-0.4820,1.2585,0.0188,355.5249,337.1884,358.6242,3.3424,384.6245,3.4030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.4196,2.2246,5.2426,345.7054,328.9777,19.0837,3.4651,1.2668,1.9579,0104,1,4,-3.3709,2.3513,5.2897,-3.3709,0.5013,4.7397,NULL,NULL
2020-03-16 10:16:01.7689,10:16:01.7689,2020-03-16,2.2204,91118.855174,90941.4679877118,0020200316101306,False,False,None,0.0000,False,NULL,NULL,NULL,True,None,-0.4994,0.2469,0.8304,-0.5078,0.2374,0.8281,1,1,Playing,153.5000,Normal,66.1338,87.3662,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Mole Spawned,MoleEvent,-2.0833,1.3487,6.1244,-2.0833,-0.5013,5.5744,3.5000,NULL,0303,3,3,0.2222,0.4000,NULL,NULL,-0.3149,0.8085,0.4374,352.3235,2.4741,355.4148,0.1474,0.0366,0.0858,12.4105,405.4017,388.7126,-0.4410,1.2616,0.0246,353.2291,4.4380,357.1910,3.2890,387.6757,4.6086,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0516,1.6571,6.6583,352.3235,2.4741,355.4148,4.2405,1.0199,1.6805,0104,1,4,-3.3709,2.3513,5.2897,-3.3709,0.5013,4.7397,NULL,NULL
2020-03-16 10:16:02.7246,10:16:02.7246,2020-03-16,0.9621,91119.811154,90941.4679877118,0020200316101306,False,False,None,0.0000,False,NULL,NULL,NULL,True,None,-0.2910,0.1009,0.9514,-0.2862,0.1007,0.9528,1,1,Playing,153.5000,Normal,67.0952,86.4048,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Pointer Shoot,PointerEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-03-16 10:16:02.7266,10:16:02.7266,2020-03-16,0.0000,91119.813546,90941.4679877118,0020200316101306,False,False,None,0.0000,False,NULL,NULL,NULL,True,None,-0.2910,0.1009,0.9514,-0.2862,0.1007,0.9528,1,1,Playing,153.5000,Normal,67.0952,86.4048,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Mole Hit,MoleEvent,-2.0833,1.3487,6.1244,-2.0833,-0.5013,5.5744,3.5000,0.9613,0303,3,3,0.2222,0.4000,-0.0196,0.0508,-0.3869,0.7958,0.4085,354.2101,342.9904,1.2970,0.0799,0.0302,0.0304,7.1194,380.6137,1806.1050,-0.4558,1.2583,0.0270,355.5953,355.5273,358.5974,2.9783,369.6914,1.7414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.1000,1.3985,6.1115,354.2101,342.9904,1.2970,2.1331,0.7116,1.0150,0303,3,3,-2.0833,1.3487,6.1244,-2.0833,-0.5013,5.5744,NULL,NULL
2020-03-16 10:16:05.2650,10:16:05.2650,2020-03-16,2.5397,91122.351104,90941.4679877118,0020200316101306,False,False,None,0.0000,False,NULL,NULL,NULL,True,None,-0.2910,0.1009,0.9514,-0.2862,0.1007,0.9528,1,1,Playing,153.5000,Normal,69.6422,83.8578,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Mole Spawned,MoleEvent,-2.7880,4.2011,5.2065,-2.7880,2.3511,4.6565,3.5000,NULL,0206,2,6,0.1111,1.0000,NULL,NULL,-0.3186,0.8177,0.4341,350.9959,2.5135,354.1665,0.1041,0.0410,0.0387,11.6917,391.3669,375.4891,-0.4429,1.2602,0.0264,354.1637,2.5073,357.2910,3.2541,367.4280,2.7037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0418,1.8038,6.6584,350.9959,2.5135,354.1665,2.8633,0.8040,0.5891,0303,3,3,-2.0833,1.3487,6.1244,-2.0833,-0.5013,5.5744,NULL,NULL
2020-03-16 10:16:06.5323,10:16:06.5323,2020-03-16,1.2682,91123.619475,90941.4679877118,0020200316101306,False,False,None,0.0000,False,NULL,NULL,NULL,True,None,-0.3648,0.5170,0.7744,-0.3790,0.5163,0.7679,1,1,Playing,153.5000,Normal,70.9081,82.5919,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Pointer Shoot,PointerEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-03-16 10:16:06.5353,10:16:06.5353,2020-03-16,0.0000,91123.622102,90941.4679877118,0020200316101306,False,False,None,0.0000,False,NULL,NULL,NULL,True,None,-0.3648,0.5170,0.7744,-0.3790,0.5163,0.7679,1,1,Playing,153.5000,Normal,70.9081,82.5919,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Mole Hit,MoleEvent,-2.7880,4.2011,5.2065,-2.7880,2.3511,4.6565,3.5000,1.2659,0206,2,6,0.1111,1.0000,-0.0113,-0.0407,-0.3990,0.8907,0.3658,328.8699,334.7744,14.0004,0.0894,0.0814,0.0719,26.7102,389.5462,387.2793,-0.4586,1.2701,0.0157,347.3572,347.6122,354.6912,7.1022,376.0551,4.1367,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.7958,4.1553,5.2220,328.8699,334.7744,14.0004,2.8315,2.4717,1.8224,0206,2,6,-2.7880,4.2011,5.2065,-2.7880,2.3511,4.6565,NULL,NULL
2020-03-16 10:16:08.7910,10:16:08.7910,2020-03-16,2.2559,91125.876928,90941.4679877118,0020200316101306,False,False,None,0.0000,False,NULL,NULL,NULL,True,None,-0.3648,0.5170,0.7744,-0.3790,0.5163,0.7679,1,1,Playing,153.5000,Normal,73.1590,80.3410,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Mole Spawned,MoleEvent,3.3709,0.3775,5.1027,3.3709,-1.4725,4.5527,3.5000,NULL,1002,10,2,1.0000,0.2000,NULL,NULL,-0.3199,0.8142,0.4348,350.8743,1.9868,355.0709,0.1294,0.0956,0.0844,26.6114,402.2497,388.8627,-0.4395,1.2612,0.0255,353.4810,3.3820,355.7507,7.7841,376.0905,2.9665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1065,1.8120,6.6584,350.8743,1.9868,355.0709,3.9773,2.6260,1.7604,0206,2,6,-2.7880,4.2011,5.2065,-2.7880,2.3511,4.6565,NULL,NULL
2020-03-16 10:16:10.0077,10:16:10.0077,2020-03-16,1.2202,91127.094241,90941.4679877118,0020200316101306,False,False,None,0.0000,False,NULL,NULL,NULL,True,None,0.6157,-0.0775,0.7841,0.6043,-0.0808,0.7926,1,1,Playing,153.5000,Normal,74.3859,79.1141,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Pointer Shoot,PointerEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-03-16 10:16:10.0097,10:16:10.0097,2020-03-16,0.0000,91127.095961,90941.4679877118,0020200316101306,False,False,None,0.0000,False,NULL,NULL,NULL,True,None,0.6157,-0.0775,0.7841,0.6043,-0.0808,0.7926,1,1,Playing,153.5000,Normal,74.3859,79.1141,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Mole Hit,MoleEvent,3.3709,0.3775,5.1027,3.3709,-1.4725,4.5527,3.5000,1.2270,1002,10,2,1.0000,0.2000,-0.0169,-0.0855,-0.1777,0.7640,0.4456,4.4438,38.1398,342.6449,0.1479,0.0760,0.0290,377.5150,40.2331,22.0913,-0.4221,1.2519,0.0343,359.5820,13.5752,354.9100,6.1929,10.7045,1.5362,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3477,0.2928,5.0693,4.4438,38.1398,342.6449,3.6473,2.0263,2.0285,1002,10,2,3.3709,0.3775,5.1027,3.3709,-1.4725,4.5527,NULL,NULL
2020-03-16 10:16:12.2901,10:16:12.2901,2020-03-16,2.2813,91129.376026,90941.4679877118,0020200316101306,False,False,None,0.0000,False,NULL,NULL,NULL,True,None,0.6157,-0.0775,0.7841,0.6043,-0.0808,0.7926,1,1,Playing,153.5000,Normal,76.6673,76.8327,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Mole Spawned,MoleEvent,2.0833,1.3487,6.1244,2.0833,-0.5013,5.5744,3.5000,NULL,0803,8,3,0.7778,0.4000,NULL,NULL,-0.3238,0.8285,0.4291,350.4528,1.5462,351.5535,0.1748,0.0814,0.0492,379.5486,764.5054,22.1859,-0.4393,1.2554,0.0338,357.5019,2.3253,355.1995,723.6754,14.4056,3.4238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1613,1.8769,6.6584,350.4528,1.5462,351.5535,4.2450,1.9507,1.8288,1002,10,2,3.3709,0.3775,5.1027,3.3709,-1.4725,4.5527,NULL,NULL
2020-03-16 10:16:13.1268,10:16:13.1268,2020-03-16,0.8319,91130.212876,90941.4679877118,0020200316101306,False,False,None,0.0000,False,NULL,NULL,NULL,True,None,0.3722,0.0991,0.9228,0.3829,0.0973,0.9186,1,1,Playing,153.5000,Normal,77.4998,76.0002,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Pointer Shoot,PointerEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-03-16 10:16:13.1288,10:16:13.1288,2020-03-16,0.0000,91130.215013,90941.4679877118,0020200316101306,False,False,None,0.0000,False,NULL,NULL,NULL,True,None,0.3722,0.0991,0.9228,0.3829,0.0973,0.9186,1,1,Playing,153.5000,Normal,77.4998,76.0002,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Mole Hit,MoleEvent,2.0833,1.3487,6.1244,2.0833,-0.5013,5.5744,3.5000,0.8325,0803,8,3,0.7778,0.4000,0.0422,0.0700,-0.2360,0.8184,0.4468,354.3133,21.9679,345.5604,0.0977,0.0240,0.0212,9.7011,27.7096,14.2911,-0.4320,1.2531,0.0352,358.8887,8.3615,355.8040,1.6207,6.6150,1.4438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1218,1.4177,6.1028,354.3133,21.9679,345.5604,2.3508,0.6337,0.5807,0803,8,3,2.0833,1.3487,6.1244,2.0833,-0.5013,5.5744,NULL,NULL
2020-03-16 10:16:15.8185,10:16:15.8185,2020-03-16,2.6929,91132.905836,90941.4679877118,0020200316101306,False,False,None,0.0000,False,NULL,NULL,NULL,True,None,0.3722,0.0991,0.9228,0.3829,0.0973,0.9186,1,1,Playing,153.5000,Normal,80.1835,73.3166,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Mirror Effect Set True,ModifierEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-03-16 10:16:19.3283,10:16:19.3283,2020-03-16,3.5068,91136.41417,90941.4679877118,0020200316101306,False,True,None,0.0000,False,NULL,NULL,NULL,True,None,0.3722,0.0991,0.9228,0.3829,0.0973,0.9186,1,1,Playing,153.5000,Normal,83.6932,69.8068,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Mole Spawned,MoleEvent,2.0833,1.3487,6.1244,2.0833,-0.5013,5.5744,3.5000,NULL,0803,8,3,0.7778,0.4000,NULL,NULL,-0.4782,0.8255,0.4281,347.1865,7.6351,2.9872,0.4960,0.1063,0.0616,28.5632,1494.7830,389.3769,-0.4457,1.2562,0.0306,356.5823,2.4122,357.0242,7.4146,12.9694,6.6028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2479,2.1819,6.5353,347.1865,7.6351,2.9872,7.8727,2.4397,1.4078,0803,8,3,2.0833,1.3487,6.1244,2.0833,-0.5013,5.5744,NULL,NULL
2020-03-16 10:16:20.9906,10:16:20.9906,2020-03-16,1.6525,91138.077219,90941.4679877118,0020200316101306,False,True,None,0.0000,False,NULL,NULL,NULL,True,None,0.3589,0.1028,0.9277,0.3595,0.0984,0.9279,1,1,Playing,153.5000,Normal,85.3686,68.1314,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Pointer Shoot,PointerEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-03-16 10:16:20.9926,10:16:20.9926,2020-03-16,0.0000,91138.079607,90941.4679877118,0020200316101306,False,True,None,0.0000,False,NULL,NULL,NULL,True,None,0.3589,0.1028,0.9277,0.3595,0.0984,0.9279,1,1,Playing,153.5000,Normal,85.3686,68.1314,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Mole Hit,MoleEvent,2.0833,1.3487,6.1244,2.0833,-0.5013,5.5744,3.5000,1.6754,0803,8,3,0.7778,0.4000,-0.1518,0.0304,-0.3202,0.7627,0.3918,354.1013,21.1490,3.8045,0.2152,0.0797,0.0608,13.3628,30.3311,21.3163,-0.4406,1.2482,0.0391,1.5277,7.7535,356.7988,365.1732,6.1680,3.0964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9283,1.3781,6.1950,354.1013,21.1490,3.8045,3.3761,1.6074,1.3193,0803,8,3,2.0833,1.3487,6.1244,2.0833,-0.5013,5.5744,NULL,NULL
2020-03-16 10:16:22.8395,10:16:22.8395,2020-03-16,1.8643,91139.925854,90941.4679877118,0020200316101306,False,True,None,0.0000,False,NULL,NULL,NULL,True,None,0.3589,0.1028,0.9277,0.3595,0.0984,0.9279,1,1,Playing,153.5000,Normal,87.2117,66.2883,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Mole Spawned,MoleEvent,3.3709,0.3775,5.1027,3.3709,-1.4725,4.5527,3.5000,NULL,1002,10,2,1.0000,0.2000,NULL,NULL,-0.4782,0.8166,0.4518,349.0164,5.0186,5.4634,0.1649,0.0822,0.0672,10.0838,19.7769,8.6169,-0.4504,1.2591,0.0247,354.4837,2.0278,356.8632,368.9128,9.3847,2.5459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0888,2.0328,6.6604,349.0164,5.0186,5.4634,2.2371,1.2208,0.8854,0803,8,3,2.0833,1.3487,6.1244,2.0833,-0.5013,5.5744,NULL,NULL
2020-03-16 10:16:26.3576,10:16:26.3576,2020-03-16,3.5190,91143.444208,90941.4679877118,0020200316101306,False,True,None,0.0000,False,NULL,NULL,NULL,True,None,0.3589,0.1028,0.9277,0.3595,0.0984,0.9279,1,1,Playing,153.5000,Normal,90.7342,62.7658,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Mole Expired,MoleEvent,3.3709,0.3775,5.1027,3.3709,-1.4725,4.5527,3.5000,NULL,1002,10,2,1.0000,0.2000,NULL,NULL,-0.0808,0.6539,0.3470,13.2646,38.5208,342.7978,0.5404,0.2390,0.1696,2570.9460,76.5188,4035.4900,-0.3784,1.2125,0.0778,18.6862,29.7719,354.8527,392.0987,31.8400,10.7561,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4289,-0.6169,4.8438,13.2646,38.5208,342.7978,7.9314,5.7782,4.4114,1002,10,2,3.3709,0.3775,5.1027,3.3709,-1.4725,4.5527,NULL,NULL
2020-03-16 10:16:26.3616,10:16:26.3616,2020-03-16,0.0000,91143.448045,90941.4679877118,0020200316101306,False,True,None,0.0000,False,NULL,NULL,NULL,True,None,0.3589,0.1028,0.9277,0.3595,0.0984,0.9279,1,1,Playing,153.5000,Normal,90.7342,62.7658,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Mole Spawned,MoleEvent,-2.7880,4.2011,5.2065,-2.7880,2.3511,4.6565,3.5000,NULL,0206,2,6,0.1111,1.0000,NULL,NULL,-0.0808,0.6539,0.3470,13.2646,38.5208,342.7978,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3784,1.2125,0.0778,18.6862,29.7719,354.8527,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4289,-0.6169,4.8438,13.2646,38.5208,342.7978,0.0000,0.0000,0.0000,1002,10,2,3.3709,0.3775,5.1027,3.3709,-1.4725,4.5527,NULL,NULL
2020-03-16 10:16:29.8780,10:16:29.8780,2020-03-16,3.5202,91146.963836,90941.4679877118,0020200316101306,False,True,None,0.0000,False,NULL,NULL,NULL,True,None,0.3589,0.1028,0.9277,0.3595,0.0984,0.9279,1,1,Playing,153.5000,Normal,94.2485,59.2515,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Mole Expired,MoleEvent,-2.7880,4.2011,5.2065,-2.7880,2.3511,4.6565,3.5000,NULL,0206,2,6,0.1111,1.0000,NULL,NULL,-0.6799,1.0030,0.4685,331.5936,334.8346,11.7626,0.6825,0.3709,0.1665,422.3206,456.3652,432.7112,-0.4737,1.2692,0.0238,346.6469,345.7462,356.1974,391.6448,403.7411,6.7694,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.9582,3.9366,5.3733,331.5936,334.8346,11.7626,10.5287,7.2142,5.4313,0206,2,6,-2.7880,4.2011,5.2065,-2.7880,2.3511,4.6565,NULL,NULL
2020-03-16 10:16:29.8800,10:16:29.8800,2020-03-16,0.0000,91146.966339,90941.4679877118,0020200316101306,False,True,None,0.0000,False,NULL,NULL,NULL,True,None,0.3589,0.1028,0.9277,0.3595,0.0984,0.9279,1,1,Playing,153.5000,Normal,94.2485,59.2515,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Mole Spawned,MoleEvent,-2.0833,1.3487,6.1244,-2.0833,-0.5013,5.5744,3.5000,NULL,0303,3,3,0.2222,0.4000,NULL,NULL,-0.6799,1.0030,0.4685,331.5936,334.8346,11.7626,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4737,1.2692,0.0238,346.6469,345.7462,356.1974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.9582,3.9366,5.3733,331.5936,334.8346,11.7626,0.0000,0.0000,0.0000,0206,2,6,-2.7880,4.2011,5.2065,-2.7880,2.3511,4.6565,NULL,NULL
2020-03-16 10:16:30.2321,10:16:30.2321,2020-03-16,0.3447,91147.319349,90941.4679877118,0020200316101306,False,True,None,0.0000,False,NULL,NULL,NULL,True,None,-0.3730,0.5000,0.7815,-0.3705,0.4999,0.7828,1,1,Playing,153.5000,Normal,94.6167,58.8833,7,9,5.0000,3.2000,3.0000,0.6000,0.4000,rtii,Pointer Shoot,PointerEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
